FID,id,kenn,name,geom,start_measure,end_measure,value,unit,validated,nuclide,duration
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_5697,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T04:00:00,2026-01-27T05:00:00,0.152,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_569a,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T05:00:00,2026-01-27T06:00:00,0.152,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_569b,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T06:00:00,2026-01-27T07:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_569c,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T07:00:00,2026-01-27T08:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_569e,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T08:00:00,2026-01-27T09:00:00,0.151,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56a0,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T09:00:00,2026-01-27T10:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56a1,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T10:00:00,2026-01-27T11:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56a3,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T11:00:00,2026-01-27T12:00:00,0.149,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56a4,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T12:00:00,2026-01-27T13:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56a6,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T13:00:00,2026-01-27T14:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56a7,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T14:00:00,2026-01-27T15:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56a9,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T15:00:00,2026-01-27T16:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56aa,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T16:00:00,2026-01-27T17:00:00,0.153,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56ac,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T17:00:00,2026-01-27T18:00:00,0.158,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56ae,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T18:00:00,2026-01-27T19:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56af,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T19:00:00,2026-01-27T20:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56b1,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T20:00:00,2026-01-27T21:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56b3,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T21:00:00,2026-01-27T22:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56b4,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T22:00:00,2026-01-27T23:00:00,0.157,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56b5,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-27T23:00:00,2026-01-28T00:00:00,0.153,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56b8,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T00:00:00,2026-01-28T01:00:00,0.153,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56b9,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T01:00:00,2026-01-28T02:00:00,0.165,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56ba,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T02:00:00,2026-01-28T03:00:00,0.165,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56bb,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T03:00:00,2026-01-28T04:00:00,0.165,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56be,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T04:00:00,2026-01-28T05:00:00,0.163,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56bf,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T05:00:00,2026-01-28T06:00:00,0.161,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56c3,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T06:00:00,2026-01-28T07:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56c5,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T07:00:00,2026-01-28T08:00:00,0.158,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56c6,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T08:00:00,2026-01-28T09:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56c7,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T09:00:00,2026-01-28T10:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56ca,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T10:00:00,2026-01-28T11:00:00,0.157,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56cb,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T11:00:00,2026-01-28T12:00:00,0.149,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56cc,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T12:00:00,2026-01-28T13:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56ce,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T13:00:00,2026-01-28T14:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56d0,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T14:00:00,2026-01-28T15:00:00,0.154,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56d1,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T15:00:00,2026-01-28T16:00:00,0.158,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56d3,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T16:00:00,2026-01-28T17:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56d4,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T17:00:00,2026-01-28T18:00:00,0.158,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56d6,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T18:00:00,2026-01-28T19:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56d8,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T19:00:00,2026-01-28T20:00:00,0.157,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56d9,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T20:00:00,2026-01-28T21:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56da,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T21:00:00,2026-01-28T22:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56dc,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T22:00:00,2026-01-28T23:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56de,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-28T23:00:00,2026-01-29T00:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56df,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T00:00:00,2026-01-29T01:00:00,0.158,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56e0,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T01:00:00,2026-01-29T02:00:00,0.162,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56e3,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T02:00:00,2026-01-29T03:00:00,0.155,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56e4,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T03:00:00,2026-01-29T04:00:00,0.157,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56e5,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T04:00:00,2026-01-29T05:00:00,0.156,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56e7,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T05:00:00,2026-01-29T06:00:00,0.165,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56e9,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T06:00:00,2026-01-29T07:00:00,0.169,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56ea,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T07:00:00,2026-01-29T08:00:00,0.168,µSv/h,1,Gamma-ODL-Brutto,1h
odlinfo_timeseries_odl_1h.fid-50d7254d_19c093c53ef_56ec,DEZ3023,094721392,Kornbach,POINT (50.1 11.8),2026-01-29T08:00:00,2026-01-29T09:00:00,0.171,µSv/h,1,Gamma-ODL-Brutto,1h
