Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
9337,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Gasstraße 18,Gasbehälter,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Technisch",gesamtes Objekt,
26954,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Hindenburgstraße 20,ehem. Kornspeicher,"ehem. Kornspeicher; Ende 19. Jh.; viergeschossiger, giebelständiger Backsteinbau von drei zu zehn Achsen mit sehr flach geneigtem Satteldach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26954.jpg
54816,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Hindenburgstraße 53,Turnhalle,"Turnhalle; 1896, Architekt Beneke, Bauherr Männerturnverein Itzehoe, 1927 und 1958 erweitert, Architekt Brauner; eingeschossiger Ziegelbau unter flach geneigtem Satteldach, zweigeschossiger Seitenrisalit in historisierender Backsteinornamentik, rückwärtig zwei Erweiterungsbauten, Sportplatz","Geschichtlich, Städtebaulich","Turnhalle, Sportplatz",
1550,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Hinter dem Klosterhof 19,Haus der Heimat,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1550.jpg
3505,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Hinter dem Klosterhof 21,Wohnhaus,"Wohnhaus; Ende 19. Jh., Rückfront um 1910, im Kern älter; zweigeschossiger Putzbau mit Satteldach, reiche Fassadengliederung mit Gesimsen und Pilastern, rückwärtig halbrunder Mittelrisalit in neoklassizistischen Formen","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3505.jpg
2168,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Hinter dem Klosterhof 34,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2168.jpg
21850,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Hinter dem Sandberg 1 - 3,Kaiser-Karl-Schule,"Kaiser-Karl-Schule; 1868-70, Architekt Johannes Otzen/M. Sternberg, Erweiterung 1905, Aufstockung 1927-28; Altbau zweigeschossiger Backsteinbau mit übergiebeltem Mittelrisalit und Rundbogenblenden, reiche Backsteinornamentik mit Glasursteinen, im Innern Aula mit Logen, Erweiterungsbau in Backstein um quadratischen Innenhof","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21850.jpg
26948,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Hinter dem Sandberg 2,Doppelgiebelhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
19869,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Holzkamp 2,Wohn- und Geschäftshaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19869.jpg
19870,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Holzkamp 9 a,ehem. Gastwirtschaftsgebäude,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19870.jpg
10622,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Itzehoer Stadtforst,Bismarckturm,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10622.jpg
21852,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kaiserstraße 16,ehem. Kasino,"ehem. Kasino; 1897; eingeschossiger Rotsteinbau mit Seiten- und Mittelrisaliten, gliedernde Bauzier in dunklem Glasurstein, Walmdach mit Schieferdeckung, seitlich polygonaler Treppenturm mit Kegeldach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21852.jpg
21853,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kaiserstraße 18,ehem. Kasernengebäude,"ehem. Kasernengebäude; 1897; In repräsentativer Ecklage, zweigesch. Gelbsteinbau auf hohem Sockel und Drempelgeschoss, gliedernde Bauzier in Rotstein, Mittel-Eingangsrisalit zweifach gestuft","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21853.jpg
2167,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kapellenstraße 18,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2167.jpg
1616,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kirchenstraße 5 - 5a,ehem. Katasteramt,"Stadtpalais, später Katasteramt; 1709, Bauherr Nikolaus Hinrich Masius, Justizrat, Front im 19. Jh. verändert; eingeschossiger, verputzter Backsteinbau mit breitem zweigeschossigen Mittelrisalit und ziegelgedecktem Vollwalmdach, rundbogiges Mittelportal mit vorgelagerter zweiläufiger Treppe, zugehörig das ehem. Kutscherhaus","Geschichtlich, Künstlerisch, Städtebaulich","ehem. Katasteramt, ehem. Kutscherhaus",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1616.jpg
5153,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kirchenstraße 6,Hauptpastorat,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/5153.jpg
1615,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kirchenstraße 8,Kirche St. Laurentii mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1615.jpg
1617,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kirchenstraße 20,Prinzesshof,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1617.jpg
1618,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kirchenstraße 22,Kutscherhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1618.jpg
44895,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Kirchenstraße,sog. Neuner-Denkmal,"sog. Neuner-Denkmal; 1925; Entwurf Hans Jenkel; Soldatenstatue auf postamentförmigen Inschriftensockel, umlaufender Fries, Naturstein; flankierende Gedenksteine","Geschichtlich, Künstlerisch, Städtebaulich","sog. Neuner-Denkmal, Gedenksteine",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44895.jpg
24754,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Klosterbrunnen 4,Sprungturm,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24754.jpg
1623,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Klosterhof 3,Wohnhaus,"ehem. Konventualinnenhaus; 1740, Querbau von 1764; eingeschossiges Fachwerkgiebelhaus mit Querbau und Satteldach, Gartenpavillon aus der Zeit um 1910","Geschichtlich, Städtebaulich","Wohnhaus, Gartenpavillon",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1623.jpg
1627,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Klosterhof 7,Äbtissinnenhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1627.jpg
1620,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Klosterhof,Äbtissin-Denkmal,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1620.jpg
10298,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Klosterhof,Kreuzgangflügel mit Grabsteinen und Epitaphien,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10298.jpg
12555,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Krämerstraße 5,ehem. Neustädter Apotheke,"Fachwerkhaus; 17. Jh., 1896 Umnutzung zu Apotheke; zweigeschossiges, giebelständiges Fachwerkgebäude unter Satteldach, zweifach über Balkenköpfen auskragend, im Inneren reiche Stuckornamentik an barocker Holzbalkendecke","Geschichtlich, Städtebaulich","ehem. Neustädter Apotheke, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/12555.jpg
1637,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Krämerstraße 10,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1637.jpg
23022,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Langer Peter,sog. Germanengrab,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich","sog. Germanengrab, ",
21863,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Liethberg 5,Wohnhaus,"Wohnhaus; um 1910; eingeschossiger Schopfwalmdachbau mit Zwerchhaus, Standerker und zurückgesetztem Eingangsbereich mit Loggien sowie rückwärtigen Anbauten, Ziegelfassade mit Putzgliederung und floralen Ornamenten; Eisengittereinfriedung","Geschichtlich, Städtebaulich","Wohnhaus, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21863.jpg
13563,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Lornsenplatz 1,ehem. Finanzamt,"ehem. Finanzamt; 1926, Architekt Regierungsbaurat Bösenberg; dreigeschossiger traufständiger Ziegelbau unter hohem Walmdach, rundbogiges Gewändeportal, Ziegelornamentik in expressionistischer Formensprache","Geschichtlich, Künstlerisch, Städtebaulich","ehem. Finanzamt, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13563.jpg
1638,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Markt 1 - 5,Rathaus-Ständehaus-Wache,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1638.jpg
2889,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Markt 2,Wohn- und Geschäftshaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2889.jpg
49911,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Oelixdorfer Straße 2,ehem. Hauptgebäude,"ehem. Hauptgebäude; 1897; Hauptbau der ehem. Gudewill-Kaserne im Stil der Hannoverschen Schule, lang gestreckter dreigeschossiger Gelbklinkerbau mit erhöhten Mittel- u. Eckrisaliten und flachen Walmdächern","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49911.jpg
43475,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Poststraße 6,Logenhaus,"Haus der Herzog-Friedrich-Loge; 1897; zweigeschossiger Backsteinbau mit sog. Kieler Dach, symmetrische Fassadengliederung mit rundbogigen Öffnungen, Gesimsbänder","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/43475.jpg
1639,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Reichenstraße 21,Kunsthaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
2762,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Reichenstraße 41,ehem. Pastorat,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2762.jpg
1640,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Sandberg 12,ehem. Katasteramt,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
19889,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Sandberg 18 - 20,Geschäftshaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19889.jpg
7066,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Sandberg 44,Wohn- und Geschäftshaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1641,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Sandberg 47,Doppelgiebelhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1642,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Sandkuhle 3,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
12705,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Schillerstraße 26,Wohnhaus,"Wohnhaus; 1911-12; Architekt: Heinrich Speck; eingeschossiges, giebelständiges Backsteingebäude mit hohem Schopfwalmdach und weit auskragendem Traufgesims, traufseitiger mittiger Eingangsrisalit","Geschichtlich, Künstlerisch, Städtebaulich","Wohnhaus, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/12705.jpg
9550,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",St.-Jürgen-Straße 1 - 3,Wohn- und Geschäftshaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9550.jpg
1643,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",St.-Jürgen-Straße 32,Kapelle St. Jürgen mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),
1656,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Talstraße 14,Haus Hablik mit  Ausstattung,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1656.jpg
19528,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Talstraße 16,Villa Clara,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich","Villa Clara, Villengarten, Einfriedung",
33236,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Theaterplatz 1,Theater,"Stadttheater; 1990-1993, Architekt Gottfried Böhm; mehrteiliger Baukörper mit Rasterfassade zwischen klinkerverkleideten Säulen, Hauptbau mit ovalem Grundriss und gestufter zeltartiger Dachlandschaft, zwei runde Anbauten, der Hauptfassade vorgelagerter Laubengang mit acht Säulenhainbuchen sowie mehrstufige Freitreppenanlage mit begleitender Lindenreihe, umgebende Platzgestaltung mit Granitpflasterung","Geschichtlich, Künstlerisch, Städtebaulich","Theater, Außenanlagen mit Freitreppenanlage, Lindenreihe, acht Säulenhainbuchen",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/33236.jpg
42318,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Theodor-Heuss-Platz 2,AOK-Verwaltung,"AOK-Verwaltung; 1976/77, Architekten Schüler & Schleiff; zweigeschossiger Stahlbetonskelettbau mit weit vorgeschobenem Erdgeschoss, Bandfassade sowie orange getönte Isolierglasscheiben; Grün- und Freiflächen mit Stele von Hans Kock","Geschichtlich, Künstlerisch, Städtebaulich","AOK-Verwaltung, Stele von Hans Kock, Grün- und Freiflächen",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/42318.jpg
21893,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Viktoriastraße 5,ehem. Villa Rühmann,"Stadtvilla; um 1880, Architekt: Johannes Liedtke, Bauherr: Detlef August Rühmann; zweigeschossiger Putzbau mit flachem Walmdach, reich gegliederte historistische Fassade in spätklassizistischen Formen","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21893.jpg
21894,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Viktoriastraße 10,ehem. Postamt,"ehem. Kaiserliches Postamt; 1891-1893, Architekt: Ernst Hake; zweigeschossiger Backsteinbau mit Sandsteingliederung und ausgebautem Dachgeschoss, seitlich dreigeschossiger Turm, Mittelrisalit mit von Säulen flankiertem Hauptportal, flache Seitenrisalite, historistischer Prestigebau","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21894.jpg
1644,Bauliche Anlage,Kreis Steinburg,"Itzehoe, Stadt",Viktoriastraße 16,Landratsamt,"ehem. Kreishaus; 1894-1897, Architekt: Heinrich Reinhardt; zweigeschossiger repräsentativer Putzbau unter Satteldach, rundbogige Tür- und Fensteröffnungen mit Klinkerrahmungen, Erker und geschweifte Giebel, Sitzungssaal im 1. Obergeschoss","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1644.jpg
19709,Gründenkmal,Kreis Steinburg,"Itzehoe, Stadt",Kirchenstraße 8,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19709.jpg
12652,Gründenkmal,Kreis Steinburg,"Itzehoe, Stadt",Klosterhof,Außenanlagen Kloster Itzehoe,"Außenanlagen des Klosters Itzehoe; ehemaliger Klosterbezirk des Zisterzienserinnenordens St. Maria nördlich der Patronatskirche St. Laurentius; ca. 2,5 ha große, um einen großen Teich zentrierte, landschaftliche Grünanlage mit Klosterhof, verschiedenen Hausgärten, Lindenreihe und weiterem Altbaumbestand","Geschichtlich, Städtebaulich","Außenanlagen Kloster Itzehoe, Lindenreihe, Teich",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/12652.jpg
45483,Bauliche Anlage,Kreis Steinburg,Kaaks,Wiesengrund,sog. Fischbauchbrücke,"sog. Fischbauchbrücke; 1909-10, Fa. Holm u. Molzen Flensburg; Stahlbetonbrücke mit Unterspannbogen in Beton-Stahl-Mischkonstruktion, verputzte Brüstungspilaster u. filigranes schmiedeeisernes Gitter, Wiederlager mit bossierter Quaderung","Geschichtlich, Kulturlandschaftlich, Technisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45483.jpg
41042,Sachgesamtheit,Kreis Steinburg,"Kellinghusen, Stadt",Bergstraße,Kirche St.-Cyriacus,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St.-Cyriacus mit Ausstattung, Kirchhof, Ehrenmal-Kapelle mit Treppenaufgang, Nebengebäude, Lindenkranz, Granit-Böschungsmauern",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41042.jpg
2655,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Am Markt 9,Rathaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2655.jpg
2076,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Bergstraße 7,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2076.jpg
1665,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Bergstraße,Kirche St.-Cyriacus mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1665.jpg
10318,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Bergstraße,Straßenpflaster und Hausvorflächen,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10318.jpg
10321,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Brauerstraße 21,Villa,"Villa; um 1900; zweigeschossiger Backsteinbau in historistischen Formen, traufständig mit giebelständigem Risalit, Walmdach mit Schopf","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10321.jpg
10322,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Brauerstraße 23,Villa,"Villa; Anfang 20. Jahrhundert; ein- bis zweigeschossiger Backsteinbau mit weißen Putzfeldern, schiefergedecktes Schopfwalmdach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10322.jpg
10323,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Brauerstraße 25,Villa (Fayence-Manufaktur),Alteintragung (Aktualisierung vorgesehen),"Künstlerisch, Städtebaulich","Villa (Fayence-Manufaktur), Villengarten, Denkmal, Treibhaus",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10323.jpg
10329,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Feldhusener Straße 6,Wohnhaus,"Wohnhaus Anfang 19. Jh., eingeschossiger Fachwerkbau auf L-förmigem Grundriss mit reetgedecktem Halbwalmdach und leicht vorkragendem Mittelzwerchhaus","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10329.jpg
10338,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Hauptstraße 4,Tonnenscheune mit Stallanbau,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10338.jpg
10341,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Hauptstraße 4,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10341.jpg
1546,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Hauptstraße 31,ehem. Amtsgericht,"Königliches Amtsgericht; 1885/86; auf L-förmigem Grundriss mit breit gelagertem Vorderhaus und rückwärtigem Flügel, zweigeschossiger Ziegelbau mit Satteldach; Einfriedung","Geschichtlich, Künstlerisch, Städtebaulich","ehem. Amtsgericht, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1546.jpg
3150,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Hauptstraße 42,Wohn- und Wirtschaftsgebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3150.jpg
308,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Lindenstraße 13,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/308.jpg
44031,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Lindenstraße 63,Wasserpumpe,"Wasserpumpe; 19. Jh.; Schwengelpumpe mit achtkantigem hölzernen Gehäuse mit schmiedeeisernen Beschlägen, schmiedeeiserner Schwengel, gusseisernes Auslaufrohr mit schmiedeeisernen Stützbeschlägen","Geschichtlich, Städtebaulich, Technisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44031.jpg
6948,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Lindenstraße 65,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6948.jpg
1966,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Lindenstraße 97,Herrenhaus Luisenberg,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1966.jpg
1967,Bauliche Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Lindenstraße,Aussichtsturm,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1967.jpg
686,Teil einer baulichen Anlage,Kreis Steinburg,"Kellinghusen, Stadt",Gartenstraße 1,Wandfliesen,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",gesamtes Objekt,
10314,Gründenkmal,Kreis Steinburg,"Kellinghusen, Stadt",Bergstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Ehrenmal-Kapelle mit Treppenaufgang, Nebengebäude, Lindenkranz, Granit-Böschungsmauern",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10314.jpg
7276,Bauliche Anlage,Kreis Steinburg,Kiebitzreihe,Bekenreihe 14,Wohnhaus Fritz Höger,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich",Alteintragung (Aktualisierung vorgesehen),
31840,Bauliche Anlage,Kreis Steinburg,Kiebitzreihe,Hauptstraße 41,ehem. Rauchkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
27040,Gründenkmal,Kreis Steinburg,Kiebitzreihe,Bekenreihe 14,Gartenanlage mit Skulpturenschmuck,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich",gesamtes Objekt,
1247,Bauliche Anlage,Kreis Steinburg,Kleve,Gut Krummendiek 8,Gut Krummendiek: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1247.jpg
1248,Bauliche Anlage,Kreis Steinburg,Kleve,Gut Krummendiek 8,Gut Krummendiek: Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1248.jpg
